temp_coor
"(-8.0584933, -34.8848193)"
""
"(38.545379, -121.744583)"
""
"(-17.445439, 35.029225)"
""
"(-22.8057839, -45.1908926)"
"(49.4093582, 8.694724)"
"(59.3251172, 18.0710935)"
"(25.181234, 121.688687)"
""
""
"(-14.0691776, -42.4852428)"
""
"(41.6529143, -83.5378173)"
""
"(-14.0, -65.0)"
"(-2.8547763, 15.5517729)"
"(40.7757145, -73.87336398511545)"
"(37.9839412, 23.7283052)"
""
""
""
"(-1.30325275, 36.826367685558694)"
""
"(33.794701, -117.22384554884275)"
"(20.8858506, -156.4255143)"
"(35.0206133, 50.3584834)"
"(7.960166, -77.9327921)"
"(18.2011161, -67.1391124)"
"(-29.5139742, -51.9917068)"
""
""
"(60.7922222, -161.7558333)"
""
""
"(41.6934591, 44.8014495)"
"(41.961308, 21.292864)"
""
""
"(40.642947899999996, -73.7793733748521)"
"(27.7019771, 85.3510111)"
"(32.0437694, 118.7788749)"
"(-17.5429363, -64.7991084)"
"(33.0479902, -109.4410421)"
""
"(50.6323125, -96.9881076)"
""
"(-14.6902435, 16.0305922)"
"(-7.6842476, -76.3153378)"
"(56.055065, 159.868439)"
"(20.7671042, -155.990751995403)"
""
"(4.6534649, -74.0836453)"
""
""
"(27.7019771, 85.3510111)"
"(52.3727598, 4.8936041)"
"(39.6267975, -78.2279514)"
""
"(2.0349312, 45.3419183)"
""
""
""
"(52.033409, 113.500893)"
"(19.1318781, 72.8350318)"
""
""
""
""
""
"(19.4060961, -102.03430719292024)"
"(-1.6665685, 29.225652)"
"(43.0332368, 41.4761446)"
"(37.0147217, -7.9347837)"
"(32.896672, 13.1777923)"
"(41.2230048, -111.9738429)"
"(48.8588897, 2.3200410217200766)"
"(-7.2459717, 112.7378266)"
"(54.4166451, -3.5104538)"
""
""
"(-0.14329415, 101.62410241439257)"
""
""
"(4.6534649, -74.0836453)"
""
"(41.9960924, 21.4316495)"
""
"(61.2163129, -149.894852)"
""
""
""
"(42.2975404, -90.6875607)"
""
"(19.877263, 75.3390241)"
""
""
"(-18.1415884, 178.4421662)"
""
"(6.29437795, -75.54975026592507)"
"(5.3356662, -72.3936931)"
""
"(-3.360285, 135.5023653)"
"(41.7273476, 44.763146)"
""
""
"(33.3967079, -86.1597137)"
"(38.4852037, 106.2261926)"
"(34.5734106, 126.5989275)"
"(3.2108548, 101.7491679)"
"(27.8104986, 84.36708764017544)"
""
""
""
"(52.2337172, 21.071432235636493)"
"(43.0033629, 41.0192741)"
"(43.0033629, 41.0192741)"
"(42.7026025, 43.6319258)"
"(-43.475736850000004, 170.19813697640626)"
"(27.9511188, 116.3530413)"
""
"(53.061025, -93.321991)"
"(43.419754, 87.319461)"
""
""
"(47.427155, -92.937689)"
""
""
"(17.9659356, 102.6107248)"
""
"(40.78027735, 43.84050982233519)"
""
"(39.9622601, -83.0007065)"
"(43.4769604, 43.5966578)"
"(52.7965611, -0.6717947564067988)"
""
"(40.7127281, -74.0060152)"
"(28.6138954, 77.2090057)"
""
""
"(24.5625566, -81.7724368)"
"(47.6571934, -117.42351)"
"(-12.6386641, 141.8710861)"
""
"(40.7279826, -115.4783929)"
"(52.3727598, 4.8936041)"
"(-1.950851, 30.061507)"
"(-1.2422413, -78.6287594)"
"(30.9753747, 41.0392046)"
"(-0.3316049, 111.7370026)"
""
"(-30.334214, -54.3227149)"
"(9.8330548, -73.7885558)"
""
""
""
""
"(-0.909017, 119.8680059)"
"(38.8788355, -77.40221718011088)"
"(5.320357, -4.016107)"
""
"(43.629977999999994, 1.360809880743464)"
""
"(35.2272086, -80.8430827)"
"(22.2029937, -159.4956949)"
""
""
"(9.3553005, -79.8974085)"
"(0.7884397, 116.2419977)"
""
"(57.79, -152.4072222)"
"(33.3939924, 126.5626653)"
"(60.2036369, -154.3171268)"
"(39.9545613, -74.3784815)"
""
""
""
"(51.62226405, -127.7778120623353)"
"(24.3753438, 4.3208436)"
"(22.323467299999997, 114.21406755240673)"
""
"(-20.2308712, -58.1690716)"
""
"(1.2523268, -70.2308883)"
""
""
""
""
"(67.654907, 134.635071)"
"(41.151458, -87.28567484803224)"
""
""
""
"(36.0041223, -120.1290272)"
"(-5.6816069, 144.2489081)"
"(38.7566055, -90.42352)"
""
"(-0.703107, -120.9375)"
"(35.824341, -78.8300321)"
"(-12.3506867, 13.5464318)"
""
"(-5.522593049999999, 142.08709052245882)"
"(52.4081812, -1.510477)"
"(36.7345315, 3.196064)"
""
"(32.6707877, 51.6650002)"
""
"(10.4195841, -75.5271224)"
"(34.0536909, -118.242766)"
"(27.708317, 85.3205817)"
""
"(48.9351403, 2.4258354)"
"(39.100105, -94.5781416)"
"(59.247414, 163.069931)"
""
"(6.4550575, 3.3941795)"
""
"(49.3358934, -94.0888231837437)"
"(-0.2201641, -78.5123274)"
"(5.380295, -74.1138612)"
""
"(53.820419650000005, -1.6457177508335579)"
"(5.1514125, -73.17051515322876)"
""
""
"(48.7081906, 44.5153353)"
""
""
"(6.4550575, 3.3941795)"
"(18.4975148, -68.9766638)"
"(-6.1159886, 141.2981755)"
""
"(-2.1138854, 133.5287755)"
""
""
"(-26.205, 28.049722)"
""
""
""
""
""
"(36.8997989, -113.9359348)"
"(43.6534817, -79.3839347)"
""
"(34.430195, 70.460128)"
"(6.0037222, 80.2566985)"
"(4.2435206, 117.885331)"
""
"(61.2163129, -149.894852)"
""
"(50.023071, -125.2441538)"
"(4.9487, 96.9427)"
""
""
"(10.3825318, 7.8533226)"
""
""
"(40.3755885, 49.8328009)"
""
""
""
"(45.3875069, 10.8722737)"
""
""
""
""
"(-4.3217055, 15.3125974)"
""
""
"(-25.2800459, -57.6343814)"
"(34.5058698, -109.360932)"
""
""
"(18.547327, -72.3395928)"
""
""
"(-16.3988667, -71.5369607)"
""
""
"(42.9744533, 17.0218077)"
""
""
"(41.139981, -104.820246)"
""
""
"(24.71218845, -105.91786968093132)"
"(25.7227736, -80.2443158527994)"
""
"(60.176798500000004, -1.2654889084668182)"
""
"(37.2793607, 49.5846102)"
""
"(33.6251241, 130.6180016)"
"(31.2322758, 121.4692071)"
"(30.421309, -87.2169149)"
"(-5.522593049999999, 142.08709052245882)"
""
""
""
""
"(61.785, -161.3202778)"
""
"(63.5885692, -71.92275487815604)"
""
""
""
""
""
"(53.23227915, 5.185228651760729)"
""
"(-7.2919121, 18.9582005)"
"(-8.4195244, 20.7410918)"
"(45.2264672, 7.6571645)"
"(-1.0321137999999999, -80.82236849673265)"
"(61.8793428, 68.6418156)"
"(-23.5506507, -46.6333824)"
""
"(6.4550575, 3.3941795)"
"(48.7842759, -0.5521714)"
""
""
"(39.9356016, -91.4098727)"
""
""
"(53.7206497, 91.4403553)"
"(6.2443382, -75.573553)"
"(-3.3187496, 114.5925828)"
"(43.6166163, -116.200886)"
"(56.858675, 35.9208284)"
"(6.1884654, -75.3528156)"
"(37.3315103, -80.8111867)"
"(43.7565057, -71.9490529)"
""
""
""
"(61.09604365, -155.57460505433366)"
"(9.2089255, 12.4802485)"
"(12.6187699, -15.9944823)"
""
"(33.0361184, 35.3712235)"
"(-4.5658733, -50.2776717)"
"(14.6222328, -90.5185188)"
"(-8.4195244, 20.7410918)"
""
"(44.2285229, 42.048257)"
"(14.1057433, -87.2040052)"
"(33.2467807, -84.2640904)"
""
"(-4.27250705, 15.28303990586435)"
""
""
"(-2.7422808, 107.6544753)"
""
"(29.7210903, 118.6444046)"
""
"(45.7630435, 106.2704145)"
""
""
"(-23.5427842, -46.3108391)"
""
"(-6.9344694, 107.6049539)"
""
"(4.9795999, 8.3373597)"
"(43.7698712, 11.2555757)"
"(13.4727446, 144.75201822544284)"
"(25.7741728, -80.19362)"
"(26.19444425, 119.96659036438382)"
""
"(11.568271, 104.9224426)"
""
""
""
"(3.355789, 98.5751592)"
""
"(-32.9803448, -58.0569456)"
"(25.0375198, 121.5636796)"
""
"(34.4305303, 70.4612956)"
""
"(52.3533582, 104.2191538)"
"(52.017853, -95.456085)"
""
"(25.3575436, 55.3882729)"
"(40.221209, 22.3118981)"
"(-2.9700595, 104.7397568)"
"(38.3279631, 23.536722)"
""
""
"(9.4510462, -78.8327783)"
"(49.1922443, 16.6113382)"
""
"(16.9281367, 96.27127293640578)"
""
""
"(38.72116535, -27.217637988768217)"
""
""
"(25.0375198, 121.5636796)"
"(-4.05052, 39.667169)"
""
""
"(10.6762836, 122.9513786)"
"(-5.0, -80.333333)"
""
""
"(-3.37546155, -76.63961612438942)"
""
""
"(35.0768141, -80.6692352)"
""
"(45.5031824, -73.5698065)"
"(21.2735166, -157.7027319)"
""
"(-31.4173391, -64.183319)"
"(15.3389667, 38.9326763)"
"(19.0302938, -97.2698143)"
""
"(41.3828939, 2.1774322)"
"(-1.9306533, -61.447692)"
""
"(9.931308, 76.2674136)"
"(54.9944853, -129.9558154)"
"(-9.6589303, 20.3981118)"
"(-46.718222499999996, 168.3598770926128)"
""
"(-25.7459277, 28.1879101)"
""
"(-0.2201641, -78.5123274)"
""
"(-11.8775768, 17.5691241)"
"(60.2036369, -154.3171268)"
"(33.6938118, 73.0651511)"
""
"(14.9162811, -23.5095095)"
""
""
""
"(40.1776245, 44.5126174)"
"(0.42063245000000005, 29.936915043263703)"
""
""
"(38.9358105, -76.55301414304145)"
"(49.2118373, -68.1801406)"
"(10.1164451, 99.8443779)"
""
"(-9.6589303, 20.3981118)"
"(6.2443382, -75.573553)"
"(-12.6338161, 16.0461491)"
""
""
"(50.963605, 6.1199802)"
"(48.84438285, -123.28755177004035)"
"(-10.050185599999999, 143.06928125805538)"
"(12.0131543, -83.764907)"
"(-8.8272699, 13.2439512)"
"(-5.4519975, 150.4071418)"
""
"(27.7809047, 120.6512652)"
"(44.40726, 8.9338624)"
"(28.6138954, 77.2090057)"
""
"(55.8852051, -60.8961284)"
"(-21.178333, -47.8066671)"
""
""
""
"(-17.7362876, 168.3396648)"
"(1.5574127, 110.3439862)"
""
"(34.7465071, -92.2896267)"
""
"(11.9986058, 120.2051745)"
"(58.3019496, -134.419734)"
"(-6.0730028, 145.3932891)"
""
"(-9.1472811, 18.0431019)"
"(20.15, 92.9)"
"(4.1315113, -73.6206667)"
"(27.7019771, 85.3510111)"
"(19.292545, -99.6569007)"
""
"(35.6828387, 139.7594549)"
""
""
""
"(22.2793278, 114.1628131)"
"(23.9913421, 121.6197276)"
"(41.5544131, 61.0002405)"
"(-34.6075682, -58.4370894)"
"(27.7019771, 85.3510111)"
"(41.9793006, 2.8199439)"
"(44.4361414, 26.1027202)"
""
"(19.3552429, -99.0778738)"
"(26.2966528, 50.1202146)"
"(9.6631589, -68.5869647)"
"(45.4649805, -98.487813)"
""
""
""
"(55.7504461, 37.6174943)"
""
"(29.3796532, 47.9734174)"
"(38.64453055, -28.052782821544746)"
"(14.6222328, -90.5185188)"
"(51.85399545, 0.19556863359493193)"
""
"(10.1740211, -68.2578551)"
""
""
"(9.0643305, 7.4892974)"
"(47.4812949, 8.4858049)"
""
"(9.9325427, -84.0795782)"
"(5.2969407, -3.9569329)"
""
"(35.6892523, 51.3896004)"
"(38.5810606, -121.493895)"
""
"(55.7504461, 37.6174943)"
""
"(60.977007, -101.18523234534487)"
""
"(6.9782078, 79.8746542)"
"(-12.6076318, 15.7411039)"
"(8.0361148, 80.47921475949737)"
"(30.7743596, -85.2268735)"
"(7.04530235, 125.75011616521611)"
"(-7.0770001, 29.724444)"
"(-7.6572063, 147.09448020926564)"
"(45.7245365, 5.086500755554235)"
"(6.2193631499999995, -60.14540863216483)"
"(21.089891, -157.0111876271699)"
"(-1.554004, 13.220574)"
""
"(14.536268100000001, 120.99684635358483)"
"(-32.9964155, 137.5444161)"
"(5.5571096, -0.2012376)"
"(30.1875746, 117.5942216)"
"(26.3586885, -80.0830984)"
""
""
""
"(4.1315113, -73.6206667)"
"(35.7803977, -78.6390989)"
"(25.6093239, 85.1235252)"
"(46.038923, -67.960052)"
"(25.0783456, -77.3383331)"
"(20.802956799999997, -156.31068331602177)"
"(48.9863555, 2.4500537)"
"(32.536378799999994, 38.13152652312604)"
""
"(-23.8857982, -46.4241869)"
"(-41.471798, -72.9395915)"
"(40.072587, -74.88700755838619)"
""
""
""
""
""
"(26.0704018, -98.2963932)"
"(66.0850119, -118.0359938)"
"(37.6922361, -97.3375448)"
"(38.2322766, -90.5629034)"
""
"(41.649125850000004, 41.68129465)"
"(25.0375198, 121.5636796)"
""
""
"(41.0799898, -85.1386015)"
""
"(25.7741728, -80.19362)"
""
"(37.4170874, 121.8056629)"
""
"(53.9583518, -166.5899634)"
"(8.1028532, -63.5469562)"
"(39.709152, -104.22199652971202)"
"(5.3356662, -72.3936931)"
"(49.453872, 11.077298)"
"(48.0635145, -91.48804110467192)"
""
""
"(32.2617378, -83.7364358)"
"(13.7524938, 100.4935089)"
"(24.471153, 39.6111216)"
""
""
""
""
""
""
"(38.3488506, 38.3189466)"
""
"(-34.787093049999996, -68.43818677312292)"
""
"(-2.5387539, 140.7037389)"
"(52.28979145, 104.29383235)"
""
""
"(55.758285650000005, 37.60436886144644)"
"(64.145981, -21.9422367)"
""
""
"(42.4396039, -76.4968019)"
""
"(36.7010551, -4.6965495)"
"(38.8769326, -77.0893094)"
"(40.7830439, -73.9527658)"
"(40.7830439, -73.9527658)"
"(40.0175017, -78.9071878)"
""
"(-19.9227318, -43.9450948)"
"(14.6222328, -90.5185188)"
""
""
"(45.4641943, 9.1896346)"
"(38.0272692, -0.7438652)"
"(59.0397222, -158.4575)"
"(55.8608747, -92.0897947)"
"(61.2163129, -149.894852)"
"(40.5767844, -73.84782868947303)"
"(57.2400206, 37.8404883)"
"(40.4416941, -79.9900861)"
"(58.96845435, 22.85434014788745)"
"(47.4586072, 8.6349201)"
"(4.7676576, 7.0188527)"
""
""
"(6.29437795, -75.54975026592507)"
"(53.5505392, 8.5851945)"
"(52.4796992, -1.9026911)"
""
"(43.2630018, -2.9350039)"
"(17.5542149, -99.5048416)"
""
""
""
""
""
"(6.328034, -10.797788)"
"(59.9911386, 30.1673669)"
""
"(40.1893309, 15.6074501)"
""
""
"(39.58130105, 2.709183392285786)"
"(35.1799528, 129.0752365)"
"(2.4422295, -76.6072368)"
""
"(11.8948389, 8.5364136)"
""
""
""
""
""
"(-33.964444, 22.459722)"
""
""
"(47.7667246, 9.1666488)"
"(4.3907153, 18.5509126)"
""
""
"(28.657381700000002, 81.51379460511195)"
"(49.841952, 24.0315921)"
"(55.7504461, 37.6174943)"
"(18.2345399, -66.0351316)"
""
"(43.296848, 45.78183959910841)"
"(28.209538, 83.991402)"
""
"(-9.9765362, -67.8220778)"
"(-23.390161, -48.720868)"
""
"(15.3993935, 73.8138295)"
""
"(3.3416343, 117.59862807440442)"
"(36.4072377, -105.573284)"
"(14.5948914, 120.9782618)"
""
""
"(42.2713945, -89.093966)"
""
""
"(-25.4295963, -49.2712724)"
"(-12.226568050000001, 44.41070486098224)"
"(35.2272086, -80.8430827)"
"(37.9162222, 40.2363542)"
""
""
"(0.3712048, 34.26479520608315)"
"(-8.4650462, 126.4585621)"
""
"(59.4372155, 24.7453688)"
"(37.0667444, -84.5999413)"
""
"(32.9971298, 70.6261718)"
""
"(24.3753438, 4.3208436)"
"(5.5783766, 95.3287785)"
"(42.5480503, -91.1143005)"
""
""
"(62.267644, -150.02952875707462)"
"(45.4641943, 9.1896346)"
""
"(-43.530955, 172.6366455)"
"(-19.9227318, -43.9450948)"
"(19.4283512, -155.2382751)"
""
""
"(59.76826, -151.67755197505488)"
""
"(36.4701645, 2.8287985)"
"(-1.45056, -48.4682453)"
"(-22.3712958, -41.7866922)"
"(19.619217, 37.211709)"
""
""
"(-0.152707, 37.3092138)"
"(22.0700655, -159.4979006)"
"(41.3501598, -72.0761998)"
"(7.7592893, -63.0866665)"
""
"(55.8680319, 158.8025311585243)"
"(19.7595236, -72.2008068)"
"(41.654258299999995, -70.2760848668747)"
""
""
"(29.3655405, -100.894698)"
""
"(48.6580556, -65.7527778)"
""
""
"(5.3566832, -62.6698029)"
"(-34.6075682, -58.4370894)"
"(22.2329889, -97.8614802)"
"(44.5263107, -109.056392)"
""
""
""
"(36.343694049999996, 43.099715597302286)"
"(47.6571934, -117.42351)"
"(-0.2836634, 20.8826368)"
"(49.683333, -87.516667)"
"(1.2523268, -70.2308883)"
"(34.7438754, -117.324492)"
"(6.3676953, 2.4252507)"
""
"(41.3123363, 69.2787079)"
""
"(25.3575436, 55.3882729)"
"(40.3854743, 49.8288102)"
"(38.0681008, -117.230949)"
"(31.5366066, -103.126191)"
""
"(7.79845155, -76.74603894250129)"
""
"(12.0315831, 29.6516649)"
""
"(43.419754, 87.319461)"
""
"(-0.9333, 38.0666)"
""
""
""
""
""
"(-8.673149500000001, 147.2621270017873)"
"(39.1014537, -84.5124602)"
""
""
""
""
"(18.0018152, -92.9330401483751)"
""
"(18.4603344, -66.4254747)"
"(11.0085934, 29.7155751)"
"(44.648618, -63.5859487)"
"(38.577359, -92.1724265)"
"(6.29437795, -75.54975026592507)"
"(11.897307000000001, 120.23823232497713)"
""
"(32.7174202, -117.1627728)"
"(36.6915262, -79.8725386)"
"(10.4813175, -66.8796057)"
"(40.6549157, 109.8344586)"
"(29.7589382, -95.3676974)"
""
"(38.4375391, -108.2403855)"
"(-7.5692489, 110.828448)"
"(10.4614338, -67.0806217)"
"(21.5007671, 39.1923429)"
"(-19.750833, -47.936666)"
"(64.2741955, 100.2169635)"
""
"(42.933597, -72.2784264)"
"(33.037183, 40.285862)"
""
""
"(34.531964, 69.2022711)"
""
"(34.139185499999996, -118.21715788196887)"
""
""
""
""
"(68.8489378, 58.2025419175187)"
""
""
""
"(-3.9284498, 136.3766675)"
"(35.6892523, 51.3896004)"
""
"(-13.7099813, -76.2029793)"
""
""
"(-13.0186915, 143.21224248673673)"
""
"(-15.2668751, 23.1365365)"
"(-2.7708003000000003, 28.6000503570053)"
""
"(3.7014833, 8.9094224)"
"(43.6534817, -79.3839347)"
""
""
""
""
""
"(3.5896654, 98.6738261)"
""
""
""
"(7.266667, 3.333333)"
"(35.6892523, 51.3896004)"
"(41.8755616, -87.6244212)"
""
""
"(40.5575238, 50.0066499)"
""
""
""
""
""
""
""
"(-22.7108378, -42.6271864)"
"(2.85795825, 37.715489185900395)"
"(12.0755638, 15.0246194)"
"(31.5852277, 64.3608959)"
""
"(55.1005283, -105.2900485)"
""
"(35.6635976, 116.9248681)"
"(13.8280295, 20.8283652)"
""
""
"(56.6370122, 104.719221)"
"(30.1979793, 71.4724978)"
"(33.7680065, 66.2385139)"
"(-2.4982396, 28.8549055)"
""
""
"(46.88508725, 37.326768192435324)"
"(38.0464066, -84.4970393)"
""
""
"(43.024593, 44.68211)"
"(6.833444350000001, 9.045834371061535)"
""
"(59.82502055, 5.488370639966453)"
"(41.28506215, 69.27115266521986)"
""
"(-4.0786047, 137.1586126)"
""
"(35.6892523, 51.3896004)"
"(34.3252897, -117.4286824)"
""
""
""
"(43.2957547, -0.3685668)"
"(-7.9778383999999996, 110.36722565020224)"
"(22.223611, -159.485278)"
""
"(-21.6455604, -45.1935254)"
"(53.321488599999995, 50.20139760056091)"
"(2.0349312, 45.3419183)"
""
""
""
""
""
""
"(8.479004, -13.26795)"
""
"(49.3910136, 107.0629034)"
""
""
"(-6.2678204, 14.2417957)"
"(24.7978965, -107.393395)"
"(58.9939483, -125.7770162814497)"
"(-23.5506507, -46.6333824)"
""
"(55.5897222, -130.7458333)"
"(55.7504461, 37.6174943)"
""
""
"(26.5707754, 128.0255901)"
""
""
""
""
"(7.9366015, 98.3529292)"
"(-8.0414041, 26.790952)"
"(-4.3217055, 15.3125974)"
""
"(15.5635972, 32.5349123)"
""
""
"(39.9622601, -83.0007065)"
"(11.8382889, -66.6391165)"
"(41.8716036, 21.6658181)"
"(51.5073219, -0.1276474)"
"(53.3415106, 16.0881475)"
""
"(8.5816963, -71.1658075)"
""
""
"(4.2693102, -54.3962487)"
"(-34.0845443, 151.1512348)"
""
"(-1.6665685, 29.225652)"
""
""
"(48.3093032, -120.6564879)"
""
""
"(8.9714493, -79.5341802)"
"(14.1057433, -87.2040052)"
"(30.7235263, -95.5507771)"
"(15.5635972, 32.5349123)"
"(41.6534847, -70.2823732)"
"(6.2655961, 101.2639861)"
""
""
"(35.1816047, -111.6165953319917)"
""
"(25.4230425, -100.9927509)"
""
"(44.0839937, -93.2261076)"
"(49.3793614, -123.3885044)"
""
""
""
"(40.4167047, -3.7035825)"
"(42.8765615, 74.6070079)"
""
"(39.9622601, -83.0007065)"
"(25.2806868, 55.3452789)"
"(58.5951603, 56.3159546)"
"(38.889744050000004, -77.04086075512475)"
"(38.8020807, -76.92419076299771)"
"(27.6889719, 86.7306718)"
"(41.7571701, -88.3147539)"
"(33.3532137, 43.7875674)"
"(49.502072749999996, -124.00222075932352)"
""
"(18.465299, -66.116666)"
""
""
"(39.7392364, -104.984862)"
""
""
"(33.705406, 61.995481)"
"(40.7127281, -74.0060152)"
"(-3.2996768, -60.6213528)"
"(43.0106139, -78.6375283)"
"(-42.9121208, -73.63801)"
"(25.702096, 32.647186)"
"(52.3727598, 4.8936041)"
"(0.2824824, 32.6411799)"
""
"(46.0131505, -112.536508)"
"(35.6828387, 139.7594549)"
""
"(-6.9344694, 107.6049539)"
""
""
""
""
""
""
""
"(27.0882222, 93.6130585)"
""
""
"(33.98994845, 71.47700475090954)"
""
"(31.505839549999997, 65.8421901219367)"
"(36.2974945, 59.6059232)"
""
"(9.50139445, 99.99561927320003)"
"(40.7127281, -74.0060152)"
"(-9.4189857, 147.14966035050725)"
"(-4.3351507, 15.1437284)"
""
"(-29.9530556, 30.9647222)"
"(33.4392245, -79.3343041)"
"(14.5948914, 120.9782618)"
"(25.3575436, 55.3882729)"
""
""
"(62.541077, 113.978584)"
"(-1.950851, 30.061507)"
""
"(31.2322758, 121.4692071)"
"(48.7941031, -123.17297626176077)"
""
""
""
"(7.1970344, 124.2351714)"
""
"(54.7814057, 32.0461261)"
""
"(35.7969927, -120.7475892)"
"(15.0251068, 120.6870474)"
"(32.896672, 13.1777923)"
""
"(35.3140968, 69.0371905)"
"(12.8698101, 74.8430082)"
""
"(52.4760892, -71.8258668)"
"(44.0042578, 28.6375058)"
"(33.6938118, 73.0651511)"
""
""
"(67.4566185, 86.5308425)"
""
""
""
"(28.5903825, 81.6416124)"
"(27.81697, 114.4112498)"
""
"(9.3795021, -64.5072544)"
"(25.074282349999997, 55.18853865430702)"
"(-43.4518704, 169.9152863)"
"(8.2750351, -62.7558263)"
"(32.613208, 66.691227)"
"(39.0614661, 70.473683)"
"(34.531964, 69.2022711)"
""
""
"(24.9455669, 67.0291459)"
"(60.732758, 77.600807)"
"(24.8546842, 67.0207055)"
"(55.7504461, 37.6174943)"
""
"(61.254032, 73.3964)"
"(37.5493473, 45.0682863)"
""
"(51.897077, -8.4654674)"
""
"(-4.7975373, 11.8503297)"
"(-4.3217055, 15.3125974)"
"(27.5879186, 91.863733)"
"(-3.1316333, -59.9825041)"
""
""
"(61.790039, 34.390007)"
""
"(0.5184021, 25.2057292)"
""
"(-8.0584933, -34.8848193)"
""
""
""
""
"(74.67913924999999, -94.84234951060091)"
"(39.315559, -94.2938356)"
""
""
"(57.6263877, 39.8933705)"
"(-12.6076318, 15.7411039)"
"(39.5261206, -119.8126581)"
"(62.4540807, -114.377385)"
"(27.7019771, 85.3510111)"
""
""
"(49.2608724, -123.113952)"
""
""
""
"(29.634135, -82.2676019)"
"(-4.0458404, 27.5368974)"
""
"(34.5260109, 69.1776838)"
"(57.153534, 65.542274)"
"(33.6938118, 73.0651511)"
"(10.8015516, -74.77479828648963)"
""
"(28.7838097, 83.7304953)"
"(5.5571096, -0.2012376)"
"(6.4550575, 3.3941795)"
""
""
"(-6.1753942, 106.827183)"
""
"(10.6326436, 30.3793795)"
""
"(27.708317, 85.3205817)"
""
"(17.10371515, -61.790450458055844)"
"(15.3538569, 44.2058841)"
""
""
""
""
"(20.7187712, 96.8269218)"
"(55.7504461, 37.6174943)"
""
""
""
"(48.0158753, 37.8013407)"
"(-1.6665685, 29.225652)"
""
"(-8.6524973, 115.2191175)"
"(34.939076650000004, 69.27647271784608)"
"(51.267071, -80.650635)"
""
"(37.7790262, -122.419906)"
""
"(2.0349312, 45.3419183)"
"(33.5206824, -86.8024326)"
"(6.4550575, 3.3941795)"
"(6.8830259, 116.8493801)"
""
"(-11.00900355, -66.05707848837757)"
""
"(51.018938, -93.827362)"
""
"(55.8609825, -4.2488787)"
""
""
"(56.6370122, 104.719221)"
""
""
""
"(36.5984231, 10.4990402)"
"(51.6083124, -0.02502690052985667)"
"(47.6038321, -122.330062)"
"(25.540787, -100.9466688)"
"(61.8212196, 22.6970217)"
""
"(19.4462994, 103.21203365641813)"
"(48.5717084, 39.2973153)"
"(-1.2946974, 36.8060237)"
"(21.0235566, 105.55373581804929)"
"(48.1482659, 38.6482653)"
"(23.5663766, 119.5784885)"
"(19.4649, 0.8549)"
"(35.6892523, 51.3896004)"
"(24.3753438, 4.3208436)"
"(-2.5196915, 32.9014417)"
"(-9.4189857, 147.14966035050725)"
"(33.9004572, -98.5020777)"
""
"(-5.0471488, 111.4892358)"
""
"(25.0375198, 121.5636796)"
"(-29.0163711, -68.2226439)"
""
"(55.475728849999996, -131.10958041478835)"
"(3.5896654, 98.6738261)"
""
"(-4.3641086, 139.3012904)"
""
""
""
"(34.430195, 70.460128)"
""
""
""
"(4.8459246, 31.5959173)"
""
""
""
"(2.031684, 45.3113797)"
"(28.5460743, 83.61574583146319)"
""
"(21.1765971, 92.00322507810606)"
"(-1.4071197500000001, -77.97840930314749)"
"(47.2213858, 39.7114196)"
""
"(35.80178275, -83.57430987424115)"
"(-6.1159886, 141.2981755)"
""
""
""
""
"(25.074282349999997, 55.18853865430702)"
""
"(35.84739655, 14.492295178989536)"
""
""
""
""
"(6.1879711, -67.4894667)"
""
"(42.8765615, 74.6070079)"
"(-37.8142176, 144.9631608)"
"(41.0091982, 28.9662187)"
""
"(38.3505995, -81.6332812)"
"(27.686601250000002, 86.7291581978985)"
""
"(-37.8246698, 140.7820067624113)"
""
""
""
"(5.320357, -4.016107)"
"(-2.9133750000000003, 35.84100428921569)"
""
"(9.85538865, -85.37167620826213)"
""
"(36.0965604, -112.0984941)"
"(59.866188, 38.907314)"
""
"(35.5200185, 35.7781044)"
"(40.7127281, -74.0060152)"
""
"(27.708317, 85.3205817)"
"(36.5755523, 2.9128963)"
"(40.0340663, -75.1760462)"
"(32.149092, -81.1631681)"
"(23.135305, -82.3589631)"
""
"(-25.7459277, 28.1879101)"
"(46.8332439, 9.2834557)"
""
"(7.4393793, 151.8515538)"
"(-6.1186996, 106.6645056)"
"(6.8137426, -58.1624465)"
"(35.8224892, 50.9904681)"
"(29.7589382, -95.3676974)"
"(7.9704923, -72.5293592)"
"(8.750004, 38.981734)"
"(-41.471798, -72.9395915)"
""
"(55.7504461, 37.6174943)"
""
"(30.9292303, 74.6212807)"
"(41.6529143, -83.5378173)"
"(49.841952, 24.0315921)"
""
"(43.2363924, 76.9457275)"
"(13.4435, 22.4452278)"
""
"(41.0091982, 28.9662187)"
"(14.5948914, 120.9782618)"
"(24.8546842, 67.0207055)"
"(11.2450558, 75.7754716)"
"(4.8459246, 31.5959173)"
""
"(-6.30446025, 106.82253835)"
""
""
""
""
"(6.0886509, 121.1070509)"
"(59.0827605, 159.9512943)"
