temp_coor
"(39.9207886, 32.8540482)"
""
""
"(52.2007895, -0.7350026)"
"(9.3229035, -74.5696573)"
""
"(-1.9262626, -78.7297799)"
""
"(33.6956461, -78.8900409)"
""
"(40.857483, -74.06003621298285)"
""
""
""
"(26.1961051, 50.4915963)"
"(26.1551249, 50.5344606)"
"(26.1551249, 50.5344606)"
""
"(-31.8889034, 116.7691483)"
"(35.1799528, 129.0752365)"
"(33.5950627, -7.6187768)"
""
""
"(33.70602675, -78.874210325)"
""
"(-30.009154, -51.113536)"
""
""
"(50.7014918, 59.7166845)"
""
"(39.7413131, -104.81804459021362)"
""
""
"(43.1009031, -75.2326641)"
"(35.6892523, 51.3896004)"
"(9.1257934, 167.5740472)"
""
"(59.3809146, 13.5027631)"
""
"(33.5950627, -7.6187768)"
""
"(51.5073219, -0.1276474)"
"(51.46773895, -0.4587800741571181)"
"(50.3645731, 2.0263957)"
""
""
"(-7.2459717, 112.7378266)"
""
"(-13.5169353, -71.97927381639681)"
""
""
""
""
""
"(-23.3112878, -51.1595023)"
"(-8.5066761, -35.3747339)"
"(9.3148173, -70.6081655)"
""
"(49.5003268, -119.5932499)"
""
"(-30.151389, 30.061111)"
""
"(39.9527237, -75.1635262)"
""
""
""
""
""
""
""
"(6.71822975, -74.75288660542554)"
"(42.4966815, -96.4058782)"
"(22.2676649, 114.2111196)"
"(9.2045175, -75.27619980073368)"
""
""
"(56.6370122, 104.719221)"
"(-36.07532195, -69.71439619327396)"
"(53.4794892, -2.2451148)"
"(4.6534649, -74.0836453)"
""
""
""
"(24.5625566, -81.7724368)"
"(41.0799898, -85.1386015)"
""
"(44.841225, -0.5800364)"
"(-22.2294981, -50.8922333)"
"(33.4598415, -94.4154787)"
"(-22.9110137, -43.2093727)"
"(6.2443382, -75.573553)"
""
""
""
""
""
"(-10.9162061, -37.0774655)"
""
""
"(57.3913889, -135.5961111)"
"(16.2788129, -0.0412392)"
"(-17.401245799999998, -66.16756808852)"
"(-42.8212941, 147.4830623)"
"(48.8395577, 1.1652725)"
"(-23.433162, -45.083415)"
"(37.5916014, -121.9977387)"
"(-23.5506507, -46.6333824)"
""
""
"(12.9767936, 77.590082)"
""
"(-16.4955455, -68.1336229)"
"(36.1986365, -105.6739035)"
"(-30.54668625, 29.41468317941224)"
"(47.5331439, -52.7510307)"
"(49.1494522, -124.0498441)"
""
""
""
"(45.7715343, 3.0839934206717934)"
""
""
"(30.0443879, 31.2357257)"
"(22.5726723, 88.3638815)"
"(47.3744489, 8.5410422)"
"(16.870085449999998, -98.72220741144672)"
"(39.7392364, -104.984862)"
""
"(40.6639916, -74.2107006)"
"(35.6892523, 51.3896004)"
""
""
""
"(33.4716586, -112.090053)"
"(22.5726723, 88.3638815)"
"(-14.6622706, 49.6517827)"
""
""
"(40.6639916, -74.2107006)"
"(-5.0610453, 18.808744282510744)"
"(35.8110878, 139.3286556)"
"(40.6639916, -74.2107006)"
""
"(21.1498134, 79.0820556)"
"(6.27946975, 13.345215681938416)"
"(-18.9188041, -48.2767837)"
"(43.7009358, 7.2683912)"
"(10.2931062, 123.9020773)"
""
""
"(50.1106444, 8.6820917)"
""
"(55.7504461, 37.6174943)"
""
"(16.4119945, 120.5933729)"
"(40.7127281, -74.0060152)"
"(34.7269449, 139.3945435)"
"(23.8312377, 91.2823821)"
""
""
""
"(28.6517178, 77.2219388)"
""
"(4.5986817, 101.0900236)"
"(-23.5506507, -46.6333824)"
""
""
"(56.0, 18.0)"
""
""
""
""
"(-22.9844206, -43.2196671)"
"(-18.1516948, -47.9533537)"
"(38.01165325, 12.981390798470088)"
""
"(13.1521864, 32.6725113)"
""
"(9.187597499999999, -77.87137226376693)"
"(21.7960994, 31.3718673)"
""
""
""
""
"(35.210382550000006, -111.60668649717636)"
"(13.020858050000001, 14.580180631435823)"
""
"(37.6557768, 127.0717475)"
"(61.1554924, -149.6648173)"
"(45.1779987, -109.6893387)"
"(61.242416, -148.1972325)"
""
""
""
"(47.1301417, -119.278077)"
"(25.8143476, -80.1929369)"
"(33.5130695, 36.3095814)"
""
"(35.6892523, 51.3896004)"
""
"(54.596391, -5.9301829)"
"(47.5348778, -122.0432974)"
"(42.0368759, -111.3963177)"
""
"(39.3042403, 9.2035381)"
"(51.4904877, -56.9435792)"
"(22.3048728, 102.9628862)"
"(44.841225, -0.5800364)"
"(30.0443879, 31.2357257)"
"(30.409813, -88.271784)"
"(24.8546842, 67.0207055)"
"(41.9281305, -72.643631)"
""
""
"(48.1446647, -53.73042469301693)"
"(48.5452022, -58.5871146)"
"(27.6417361, -113.3805684)"
"(-15.9691891, -39.5320541)"
""
""
""
"(18.0069462, -76.7891799)"
"(26.18177245, 91.66896722126359)"
"(47.3756578, -121.8684444)"
"(20.9963461, 105.54206471133)"
"(37.71402905, -122.30779415179862)"
""
""
"(28.6138954, 77.2090057)"
"(54.3126572, -130.32549)"
""
"(38.6319657, -90.2428756)"
"(52.3727598, 4.8936041)"
""
""
""
""
""
"(-23.5506507, -46.6333824)"
""
""
""
""
""
"(25.3575436, 55.3882729)"
""
"(32.55946645, -117.06318302701601)"
""
"(46.8451007, -122.6562348)"
"(14.2217534, -88.5507877)"
"(21.095685, -89.577196)"
"(41.7807041, -72.6923422)"
"(39.9207886, 32.8540482)"
"(38.2542376, -85.759407)"
"(50.1106444, 8.6820917)"
"(22.3048728, 102.9628862)"
"(40.7830439, -73.9527658)"
""
""
""
""
"(-19.1824227, -64.9150438)"
""
""
"(21.1498134, 79.0820556)"
"(14.7612884, -90.9920691)"
""
"(13.450125700000001, 144.75755102972062)"
"(47.3744489, 8.5410422)"
""
"(34.3508273, 62.2164003)"
"(40.3443437, 26.6845988)"
""
""
"(5.0668907, -75.5066661)"
"(50.0874654, 14.4212535)"
"(33.804826, -118.168259)"
"(41.8933203, 12.4829321)"
"(39.100105, -94.5781416)"
"(43.0337553, 141.359249)"
"(62.13190395, -150.0465516757023)"
""
"(28.6138954, 77.2090057)"
"(43.751281, -105.484825)"
""
""
"(1.3074089500000001, 103.87358623307097)"
"(-21.642737, 149.2084967)"
""
"(25.6802019, -100.315258)"
""
"(21.0294498, 105.8544441)"
""
"(50.401515, -105.542908)"
"(-35.8536744, -71.6058502)"
""
""
"(22.580492999999997, 88.38951904999999)"
"(-40.9144636, 175.0061963)"
""
""
"(-23.5506507, -46.6333824)"
"(16.068, 108.212)"
"(51.0791366, 1.1841744)"
""
""
""
"(38.72116535, -27.217637988768217)"
"(15.9266657, 107.9650855)"
""
""
""
"(49.7219665, 143.448533)"
""
"(52.6118236, -9.108763257967421)"
"(-22.9844206, -43.2196671)"
"(30.0443879, 31.2357257)"
"(55.0282171, 82.9234509)"
""
"(55.9151441, 92.7972003356383)"
""
"(-36.924626, 145.17083142450304)"
""
"(44.4688795, -71.1836547)"
""
"(48.1516988, 17.1093063)"
"(40.7127281, -74.0060152)"
""
"(40.4416941, -79.9900861)"
"(55.4982802, -4.6113017)"
"(56.6370122, 104.719221)"
"(61.1554924, -149.6648173)"
""
""
"(42.9832406, -81.243372)"
"(41.5910323, -93.6046655)"
""
"(21.1498134, 79.0820556)"
""
""
"(35.212870949999996, -106.71324849574629)"
"(-17.831773, 31.045686)"
"(-24.5955306, -60.4289718)"
"(-14.8567487, -40.8414804)"
""
"(20.5533013, -104.76338164381983)"
"(4.2123039, -76.3188928)"
"(37.1968298, -93.2946576)"
"(21.48343645, -158.03648372697478)"
""
""
"(40.7300685, -73.2107266)"
""
""
"(-1.1674673, 36.9355243)"
""
"(53.5462055, -113.491241)"
""
""
"(21.1218598, -101.6825081)"
"(17.0, -96.5)"
"(41.8755616, -87.6244212)"
""
"(37.701139999999995, -92.16933029454009)"
""
""
""
"(27.1604122, 84.9765794)"
""
"(34.1816482, -118.3258554)"
""
""
"(30.7586292, 20.2222915)"
""
""
""
""
"(48.2171331, 16.3515022)"
"(40.1672117, -105.1019287)"
"(36.098267750000005, -115.16411744999999)"
""
"(24.7851883, 141.3241156880049)"
""
"(-1.45056, -48.4682453)"
""
"(32.7343442, -80.2417651)"
"(-23.5506507, -46.6333824)"
"(30.3321838, -81.655651)"
"(-42.91702, 147.60205)"
"(52.5684809, -65.8779818)"
""
"(45.7578137, 4.8320114)"
"(62.83980995, -66.74377376795226)"
""
""
""
""
"(36.3110625, 37.8182191)"
"(35.0729732, 72.8693976)"
"(26.61695705, 92.76500717365028)"
"(52.1814012, 0.2214248)"
"(18.1125305, 74.92386542316771)"
"(14.9748271, 102.0978493)"
"(40.4416941, -79.9900861)"
"(47.6038321, -122.330062)"
"(60.428669400000004, -150.37468456450287)"
"(-2.6344567, -56.7319324)"
"(51.5073219, -0.1276474)"
"(27.708317, 85.3205817)"
"(45.40683715, -75.52745676171389)"
"(14.6222328, -90.5185188)"
"(35.8312861, -78.1453063)"
"(40.2203907, -74.0120817)"
"(11.8948389, 8.5364136)"
"(36.0965604, -112.0984941)"
""
""
"(52.7093263, -8.876893685751469)"
"(-33.1237585, -64.3489782)"
"(20.8545062, 96.04948153374664)"
"(55.199447500000005, -162.74047820061134)"
"(31.9515694, 35.9239625)"
"(36.7421089, -95.9528877)"
""
""
""
"(23.8312377, 91.2823821)"
""
"(51.8771495, 0.1779749)"
""
""
""
"(48.8588897, 2.3200410217200766)"
""
"(10.4813175, -66.8796057)"
"(1.1153385, -74.1056838)"
""
"(48.4538873, 2.4778402)"
"(49.3579864, 12.6836191)"
""
"(26.2966528, 50.1202146)"
"(36.2659698, -95.8548557)"
""
"(11.498386400000001, -85.62553996271319)"
"(48.8588897, 2.3200410217200766)"
""
"(40.7127281, -74.0060152)"
""
"(48.0216921, -123.0057095)"
""
"(52.0727328, -1.375292)"
""
"(53.4794892, -2.2451148)"
""
""
""
"(-31.3314264, -54.1062808)"
"(36.7753606, 3.0601882)"
""
"(20.9670759, -89.6237402)"
""
""
""
"(22.5240566, 88.2710655)"
"(40.4733176, -3.5798446)"
""
"(28.6138954, 77.2090057)"
""
"(55.758285650000005, 37.60436886144644)"
"(47.5170476, 9.505267395198327)"
""
"(50.7244402, -127.4976081)"
"(-10.60618815, 142.28105329264693)"
"(24.833524099999998, 66.99717792256068)"
""
""
""
"(34.8634166, -116.8880324)"
""
"(55.6867243, 12.5700724)"
"(26.4073841, 93.2551303)"
""
"(9.1110524, -70.4032724)"
"(41.6362152, -70.934205)"
"(-34.9058916, -56.1913095)"
"(19.362530800000002, 73.08048927121621)"
""
""
"(33.8959203, 35.47843)"
"(-30.0324999, -51.2303767)"
"(54.596391, -5.9301829)"
"(40.4167047, -3.7035825)"
""
"(51.27668225, 6.824655492508267)"
"(55.7504461, 37.6174943)"
"(51.4538022, -2.5972985)"
""
"(50.6646446, -1.4303508)"
""
"(-43.530955, 172.6366455)"
"(-34.6097193, -58.374119)"
""
"(8.2144676, 123.7689644)"
""
"(51.88696515, 0.24419290157330298)"
""
"(-34.6075682, -58.4370894)"
"(-1.45056, -48.4682453)"
"(-16.4446393, -67.7952933)"
"(-22.9110137, -43.2093727)"
"(33.9092802, -118.0849169)"
"(48.1371079, 11.5753822)"
"(40.8224148, 14.4292922)"
"(-16.819398399999997, -151.44839073626866)"
"(30.0443879, 31.2357257)"
""
""
""
""
"(35.14726, -107.851446)"
"(27.7019771, 85.3510111)"
"(25.7741728, -80.19362)"
"(33.2101155, -97.7547552)"
"(-0.2201641, -78.5123274)"
"(43.5250265, -84.1227598)"
"(-2.8920551, -78.9806079)"
""
""
"(28.6138954, 77.2090057)"
"(48.2329542, 2.626251)"
"(33.5352777, -7.7323353)"
"(39.3131621, -77.6281858)"
"(28.42826235, 77.00270014657752)"
"(-22.9110137, -43.2093727)"
""
"(14.5948914, 120.9782618)"
""
"(39.4562528, -77.9639604)"
"(63.5515028, 154.014726)"
"(-25.4295963, -49.2712724)"
"(27.7385042, 75.3292608)"
""
""
"(32.1288331, 20.0817204)"
""
""
""
"(41.315731400000004, -70.00901408779944)"
""
""
""
"(51.5073219, -0.1276474)"
"(-7.2246743, -35.8771292)"
""
""
"(35.362799, 138.730781)"
"(45.6657801, 5.5524835)"
""
""
"(44.0374651, -116.7651123)"
""
"(-21.2589001, -63.4722606)"
""
""
"(41.4471008, 12.6285618)"
"(20.768326549999998, -75.69281969799033)"
""
"(-16.4955455, -68.1336229)"
"(40.0, -40.0)"
"(40.5508527, -105.0668085)"
""
"(41.3123363, 69.2787079)"
"(50.7641387, -1.7720991)"
"(-17.7875195, 31.03198856119598)"
"(-22.9110137, -43.2093727)"
"(14.7654948, -91.1537162)"
"(35.990023, -83.8685458)"
""
"(36.5832769, -118.7156531)"
""
"(48.7081906, 44.5153353)"
""
""
"(40.63591975, 17.688443357842537)"
"(30.0474688, -99.1400207)"
"(43.1524574, -93.2017941)"
"(40.7757145, -73.87336398511545)"
"(51.1961976, -0.691178)"
"(-39.9528791, -72.8444177)"
"(12.1544035, -86.2737642)"
"(26.350998150000002, 94.96842254493227)"
"(39.8894819, 4.2661641)"
""
""
"(31.5393701, -82.4623557)"
"(19.3715037, -99.2334352)"
"(38.3249599, 43.6589825)"
"(40.2241115, -1.7433762)"
"(39.613432, 2.880353635614984)"
"(39.3634413, -76.3710704)"
"(38.3505995, -81.6332812)"
""
""
"(-15.6744905, -70.0704508)"
"(12.6090157, -85.2936911)"
""
"(53.061025, -93.321991)"
""
""
""
"(29.3796532, 47.9734174)"
""
"(24.8546842, 67.0207055)"
"(40.9064873, -72.7434331)"
"(41.4015643, 2.1746865)"
""
"(32.44645, -99.7475905)"
"(20.5320852, -97.4536355)"
""
"(-23.5506507, -46.6333824)"
"(52.04217505, -176.10210446029208)"
"(44.841225, -0.5800364)"
"(31.4634891, -96.0641283)"
"(2.8551775, -55.382238)"
"(55.758285650000005, 37.60436886144644)"
""
""
"(37.9839412, 23.7283052)"
"(48.4922701, -67.7436256)"
"(49.8459721, 24.0308425)"
"(24.4870296, -89.5363207573838)"
"(33.8959203, 35.47843)"
"(41.8755616, -87.6244212)"
""
""
""
"(55.3430696, -131.6466819)"
"(41.8933203, 12.4829321)"
"(-22.9110137, -43.2093727)"
"(-2.9888297, 104.756857)"
""
"(28.4345031, 93.2038913)"
""
"(31.292831200000002, 18.045410836206674)"
"(37.3705777, -77.0605098)"
"(39.9207886, 32.8540482)"
""
""
"(-17.401245799999998, -66.16756808852)"
"(-22.9110137, -43.2093727)"
""
"(52.7093263, -8.876893685751469)"
"(3.3969142, -76.5501917)"
"(35.1851045, 136.8998438)"
""
"(8.3344713, -75.6666238)"
"(13.7344412, -84.7779262)"
"(-31.7699736, -52.3410161)"
"(25.0375198, 121.5636796)"
"(48.5452022, -58.5871146)"
"(4.6534649, -74.0836453)"
"(35.7333312, -81.3442915)"
"(1.5620529, 30.2478844)"
""
"(14.0718638, 24.3456057)"
"(-35.0788526, -69.5677277)"
"(33.7489924, -84.3902644)"
""
"(-21.642737, 149.2084967)"
"(61.1725757, -148.2714198)"
"(-22.9110137, -43.2093727)"
""
"(27.2380913, 51.19723479885998)"
""
"(14.6840893, 121.0707145)"
""
"(55.6867243, 12.5700724)"
""
""
"(41.8794989, -87.8136997)"
""
""
"(50.434058500000006, 30.559996246686097)"
""
""
""
""
""
""
"(26.19395715, 127.66411690703384)"
""
"(55.7504461, 37.6174943)"
""
""
"(42.3554334, -71.060511)"
"(42.790216599999994, 10.340278678735025)"
"(41.2981699, -112.0791344)"
"(52.8052218, 104.7534712)"
""
"(24.5625566, -81.7724368)"
"(41.6529143, -83.5378173)"
"(27.512726, 83.453148)"
""
"(14.5948914, 120.9782618)"
"(59.5583337, 29.9866559)"
"(-5.90883, -44.302785)"
"(-34.4420479, -59.4475258)"
"(40.6066537, -74.044598)"
"(48.1625826, 11.5778516)"
"(10.2931062, 123.9020773)"
""
""
"(60.1925925, 25.1051754)"
"(41.436337, -74.032958)"
""
"(-6.9231118, 107.6197964)"
"(48.049379599999995, -53.40589453152174)"
"(40.7468888, -73.060631)"
""
"(50.84529, 4.3690517)"
""
""
""
"(-37.1981493, -73.5648656)"
"(22.2659731, 114.2198787)"
""
""
"(1.357107, 103.8194992)"
""
"(30.0443879, 31.2357257)"
"(4.0429408, 9.706203)"
""
"(-34.6075682, -58.4370894)"
"(56.839104, 60.60825)"
""
"(39.7392364, -104.984862)"
"(33.5950627, -7.6187768)"
""
"(52.72274555, 174.1003202448324)"
"(47.4979937, 19.0403594)"
"(58.88099305, 5.622712653837669)"
""
""
""
"(-27.2312011, -52.0231024)"
""
"(52.7093263, -8.876893685751469)"
""
"(41.8755616, -87.6244212)"
"(-12.9693056, 28.6365894)"
"(39.9207886, 32.8540482)"
"(42.5477083, 2.3894528188275315)"
"(32.5863209, 13.0241627)"
"(49.4464443, -2.6043466)"
"(-7.560521850000001, -35.0124608305277)"
"(37.61197965, -77.52187584827075)"
"(18.1173723, -65.98941491264279)"
""
"(-17.831773, 31.045686)"
"(0.3389242, 6.7313031)"
"(-22.90556, -47.06083)"
"(-33.8698439, 151.2082848)"
"(50.0012314, 8.2762513)"
"(50.56999985, 3.779372896486468)"
"(12.1544035, -86.2737642)"
""
"(39.9207886, 32.8540482)"
"(57.2028038, -153.305651)"
"(-7.2459717, 112.7378266)"
""
""
"(-15.6946194, -67.39206985250422)"
""
""
""
""
"(40.6039936, -73.8354124)"
"(4.0429408, 9.706203)"
""
""
"(41.8933203, 12.4829321)"
"(38.1157672, 37.1847273)"
""
"(51.8666057, -176.64575)"
"(28.0000272, 2.9999825)"
"(20.0214637, -75.8294928)"
""
"(22.26727645, 114.16843018853947)"
""
"(50.6034575, -1.2029)"
""
"(-20.3200917, -40.3376682)"
""
""
"(-1.2946974, 36.8060237)"
""
""
""
"(48.7350308, 2.4077003)"
"(42.6977028, 23.3217359)"
""
""
""
""
""
"(40.6353118, 17.9414463)"
"(31.4707072, 74.2657649)"
""
""
"(21.304547, -157.855676)"
"(43.5854823, 39.723109)"
"(48.8121301, 3.0843818)"
"(27.7019771, 85.3510111)"
"(-22.9110137, -43.2093727)"
"(7.0673313, -73.8525627)"
""
""
""
""
""
""
""
""
""
"(27.5035347, 92.1044709)"
"(40.0, -40.0)"
"(48.3407795, -70.8797721)"
""
"(14.5948914, 120.9782618)"
""
"(41.9281305, -72.643631)"
"(55.758285650000005, 37.60436886144644)"
""
""
"(39.275735850000004, -76.831741741596)"
"(-11.705617, -63.854835)"
"(48.9351403, 2.4258354)"
"(-23.3864203, -45.6626797)"
"(-12.0621065, -77.0365256)"
"(40.7127281, -74.0060152)"
"(7.0673313, -73.8525627)"
""
"(34.1816482, -118.3258554)"
"(52.2337172, 21.071432235636493)"
"(26.360996, 127.770163)"
"(-15.765044, -47.8323556)"
"(51.9244424, 4.47775)"
"(42.0597203, 9.1338008)"
""
""
"(-23.5506507, -46.6333824)"
"(41.1762016, -112.602336124358)"
"(66.8982057, -162.5977621)"
"(39.100105, -94.5781416)"
""
"(39.9207886, 32.8540482)"
"(37.7790262, -122.419906)"
"(61.6685237, 50.8352024)"
""
""
"(42.3554334, -71.060511)"
""
"(37.9404648, 58.3823487)"
""
""
""
"(45.8556421, 10.3976599)"
""
""
"(55.448217, 50.4763591)"
"(59.9133301, 10.7389701)"
"(-23.5506507, -46.6333824)"
""
""
""
"(32.2692452, 75.6528858)"
""
""
""
""
"(-28.2550598, -52.3966606)"
"(43.157285, -77.615214)"
""
"(52.28979145, 104.29383235)"
"(-22.8215796, 47.8306554)"
"(19.995933, 100.63944758619968)"
""
"(-27.088141, -51.368101)"
"(60.734, -48.174)"
"(45.7578137, 4.8320114)"
""
""
"(59.9372321, 30.2046418)"
""
"(25.8143476, -80.1929369)"
"(38.9028013, -77.0023295)"
"(47.3215135, 8.1571142)"
""
"(42.6985304, 2.8953121)"
""
""
"(40.7029134, -73.8006429)"
""
"(80.57916125, 57.6368464213531)"
""
""
"(45.6342923, -73.8362379)"
""
"(39.6065073, -75.8330934)"
"(33.3149631, 67.828989)"
"(30.0443879, 31.2357257)"
"(34.0536909, -118.242766)"
"(-34.0954713, -59.0245097)"
"(38.362284, 33.9989107)"
"(29.61941755, -82.36011793561752)"
"(-22.0136831, -63.6781103)"
"(33.3467599, 75.3652863)"
"(8.0047262, 124.2854351)"
"(30.0321462, -90.0575717)"
"(33.1819875, 131.4270217)"
""
""
"(22.7641623, 88.3776088)"
"(41.8909589, -87.6355657)"
"(4.6534649, -74.0836453)"
""
"(46.4085273, -105.840981)"
""
"(40.8224148, 14.4292922)"
"(30.0, -170.0)"
"(9.561733, 44.061803)"
"(26.2966528, 50.1202146)"
"(64.6173758, -162.2604161)"
"(39.4453393, -83.8285375)"
"(37.7648021, -121.9544387)"
""
""
""
""
"(-23.7176303, -46.8492435)"
""
"(24.163162, 120.6478282)"
""
"(35.9603948, -83.9210261)"
""
"(49.3028611, 10.5722288)"
"(37.5385087, -77.43428)"
""
""
""
""
"(-22.35425565, -42.58496865081586)"
""
"(9.0107934, 38.7612525)"
""
"(45.6771866, 23.9918417)"
""
"(32.792, -115.563051)"
"(37.014568999999995, -103.88213117785236)"
"(36.1672559, -115.148516)"
""
"(56.2429224, 12.8619375)"
"(41.8933203, 12.4829321)"
"(-4.3217055, 15.3125974)"
""
""
""
"(-5.8951672, -76.1046533)"
"(37.7994284, -122.44163255934807)"
""
"(42.3315509, -83.0466403)"
""
"(43.2363924, 76.9457275)"
"(37.6922361, -97.3375448)"
""
""
""
""
""
"(25.7741728, -80.19362)"
""
"(55.8172369, 48.57630991052116)"
"(13.6960365, 123.0612123)"
"(45.1267251, -62.9647782)"
"(48.049379599999995, -53.40589453152174)"
"(61.8793428, 68.6418156)"
""
""
""
"(35.882722, -5.5025577)"
""
""
"(47.6121709, -122.3026265)"
"(28.2935785, -16.621447121144122)"
"(30.0443879, 31.2357257)"
"(45.3429231, -79.00709014928532)"
""
""
"(37.7790262, -122.419906)"
"(39.100105, -94.5781416)"
"(53.4754384, -2.2420282)"
"(30.0443879, 31.2357257)"
"(51.583333, -122.25)"
""
"(18.34290815, -64.91889970060265)"
""
"(8.9714493, -79.5341802)"
""
"(41.8911044, -87.6060944)"
"(50.7344256, 5.2095342)"
"(22.2793278, 114.1628131)"
"(60.1671081, -150.833591520815)"
""
"(8.1525979, 35.5371154)"
""
""
""
""
""
"(7.1172633, -73.1156668)"
""
"(14.536268100000001, 120.99684635358483)"
"(51.5073219, -0.1276474)"
""
""
""
""
"(68.970665, 33.07497)"
"(40.7596198, -111.8867975)"
""
"(40.7596198, -111.8867975)"
"(41.4266361, -73.6788272)"
"(28.2935785, -16.621447121144122)"
""
"(13.1388596, 123.7343104)"
"(-2.9700595, 104.7397568)"
"(53.0199838, 158.6471356)"
"(4.40791385, -74.08595393452876)"
"(42.4888189, 59.6050383)"
""
"(37.2473814, -1.7973403)"
"(18.547327, -72.3395928)"
""
""
"(53.0758196, 8.8071646)"
"(35.470011650000004, 139.84768792943154)"
"(34.0747444, 74.8204443)"
"(28.6517178, 77.2219388)"
"(55.7504461, 37.6174943)"
"(65.1155035, 57.1616254)"
"(45.4655696, 9.1797055)"
"(35.6809502, 139.7785034)"
""
"(37.9839412, 23.7283052)"
"(60.84946825, -146.830226875)"
"(30.0443879, 31.2357257)"
"(-25.2800459, -57.6343814)"
""
"(40.4263568, 49.8543832)"
"(-12.2383101, -75.7460249)"
""
"(50.138541000000004, -71.27907781647069)"
"(12.8470382, 120.7799198)"
"(-36.852095, 174.7631803)"
"(-33.9520354, -70.8335436)"
"(39.92039595, -105.78432076803117)"
"(30.3308401, 71.247499)"
""
"(20.5427484, -97.4592819)"
""
"(45.6771866, 23.9918417)"
""
""
""
""
"(19.13261855, 72.91497912536826)"
"(28.0532615, -16.7334336)"
"(4.6534649, -74.0836453)"
"(-22.3845163, 143.0364812)"
""
"(14.0221216, 108.69422150756694)"
""
"(41.711030199999996, -69.98013501073582)"
"(38.2347793, 140.34045475)"
""
"(35.0814651, -77.02897485)"
""
""
""
""
"(55.7504461, 37.6174943)"
"(4.6534649, -74.0836453)"
""
""
"(36.19924, 37.1637253)"
""
""
"(1.4900578, 124.8408708)"
"(14.1057433, -87.2040052)"
"(10.288094300000001, 123.97229133429869)"
""
"(6.328034, -10.797788)"
"(24.8546842, 67.0207055)"
"(40.1083912, -83.7524298)"
""
""
""
""
""
"(29.9759983, -90.0782127)"
"(-12.066430100000002, -76.96862914898367)"
"(24.3753438, 4.3208436)"
""
"(35.22789255, 33.32274106211046)"
""
"(8.1550421, 125.1305726)"
"(40.7654301, -73.8174291)"
""
"(45.4208777, -75.6901106)"
""
""
"(21.5810088, 39.1653612)"
""
"(53.3498006, -6.2602964)"
""
""
"(41.6795186, -77.0638567)"
"(34.7803447, -77.38735875249287)"
"(18.3, 42.733333)"
"(22.3301046, 114.1989525425513)"
"(10.6762836, 122.9513786)"
""
""
""
""
""
""
""
"(52.5398428, 13.4117863)"
""
"(51.0481925, -0.7233101)"
"(22.2793278, 114.1628131)"
"(39.1014537, -84.5124602)"
""
""
""
""
""
"(43.077555149999995, -89.42339767963091)"
"(39.7392364, -104.984862)"
"(18.7882778, 98.9858802)"
"(56.5048435, 21.0070903)"
""
""
""
"(30.7152872, 31.2470999)"
""
"(49.2608724, -123.113952)"
""
""
"(19.5908178, 103.6609889)"
""
""
"(16.2500695, -61.5639255)"
""
""
""
"(38.6319657, -90.2428756)"
"(55.758285650000005, 37.60436886144644)"
"(51.46773895, -0.4587800741571181)"
""
""
""
""
""
""
"(15.4399678, 107.7898857)"
"(33.898917, -118.171005)"
"(19.0392488, 72.9393322)"
"(22.5726723, 88.3638815)"
"(43.3224219, -1.9838889)"
""
"(38.1114322, -91.7604389)"
"(51.5073219, -0.1276474)"
""
""
"(-8.1993049, -35.5631137)"
"(43.1239197, -77.62433225625)"
"(45.4655696, 9.1797055)"
"(43.0349931, -87.922497)"
"(49.0641578, 8.9753958)"
"(38.3505995, -81.6332812)"
"(33.894927, -118.226624)"
""
""
""
"(41.9823535, 27.4929211)"
"(40.7654301, -73.8174291)"
""
""
"(8.9630807, -83.5238182)"
""
"(-8.1648652, -70.3539579)"
""
"(43.703622, -72.288666)"
"(37.7255163, -122.4343609)"
"(33.7494951, -117.8732213)"
"(16.500195849999997, 105.71559464914924)"
"(59.7837275, -154.14143444380733)"
""
"(41.7746685, -76.5264613)"
"(70.2450108, -148.397837)"
"(61.253281650000005, -149.80817126033315)"
"(31.8658887, -116.6029835)"
"(41.8755616, -87.6244212)"
""
"(-20.3111814, 118.5801181)"
"(61.0684293, -151.1409141)"
""
""
""
""
"(16.4629145, 107.5883231)"
""
""
"(22.9912348, 120.184982)"
"(18.465299, -66.116666)"
"(35.2698375, -75.52139777222223)"
"(63.816031499999994, -152.37710349049462)"
"(10.6498095, -71.6443596)"
""
"(29.9759983, -90.0782127)"
"(49.6600228, 19.5579106)"
""
""
"(50.2109579, -66.3790642)"
""
"(-4.3217055, 15.3125974)"
"(22.9372087, 89.2852741)"
"(4.90037595, -1.7594826863575268)"
""
"(39.9009472, -74.8234961)"
""
"(38.1035389, 15.6397556)"
""
""
""
"(42.5240807, 72.0832124)"
"(33.027208200000004, -83.91121474543131)"
""
"(40.7830439, -73.9527658)"
"(21.9672815, -159.71360256911737)"
"(34.784563500000004, 5.812435334419206)"
"(39.3642852, -74.4229351)"
"(48.247669, 34.297642)"
"(5.4624508, 6.1474935)"
""
"(-0.7326786000000001, -80.41990564699557)"
"(55.7504461, 37.6174943)"
"(51.131943, 93.715744)"
"(41.6997139, -93.0538852)"
""
""
"(-0.2201641, -78.5123274)"
""
""
""
"(-23.3112878, -51.1595023)"
"(50.023071, -125.2441538)"
""
"(19.4326296, -99.1331785)"
"(-16.4446393, -67.7952933)"
"(5.4624508, 6.1474935)"
"(21.6841677, 108.3678711)"
"(60.9339411, 76.5814274)"
